Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product	Checked out by
624848..625405	+	185	15900553	-	SP_0652	-	COG2265J	#NAME?	
257091..257321	+	76	15900213	-	SP_0279	-	COG2261S	#NAME?	
1483876..1484634	-	252	15901420	-	SP_1578	-	COG2226H	#NAME?	
1646902..1647648	-	248	15901575	-	SP_1743	-	COG2226H	#NAME?	
2033805..2035052	-	415	15901937	-	SP_2122	-	COG2211G	#NAME?	
1651526..1652053	-	175	15901582	-	SP_1750	-	COG2179R	#NAME?	
1951681..1951941	-	86	15901869	-	SP_2049	-	COG2165NU	#NAME?	
1645303..1645557	-	84	15901573	-	SP_1741	-	COG2161D	#NAME?	
1011306..1011635	+	109	15900943	-	SP_1074	-	COG2151R	#NAME?	
2036217..2036558	+	113	15901939	-	SP_2125	-	COG2151R	#NAME?	
241697..242746	+	349	15900201	-	SP_0267	-	COG2141C	#NAME?	
389213..389761	+	182	15900328	-	SP_0409	-	COG2128S	#NAME?	
137504..138259	+	251	15900078	-	SP_0139	-	COG2120S	#NAME?	
702743..703918	-	391	15900636	-	SP_0741	-	COG2081R	#NAME?	
1758573..1758977	-	134	15901679	-	SP_1851	-	COG2050Q	#NAME?	
930378..931220	-	280	15900861	-	SP_0986	-	COG2035S	#NAME?	
1156713..1156967	-	84	15901085	-	SP_1223	-	COG2026JD	#NAME?	
863462..863734	+	90	15900791	-	SP_0910	-	COG1983KT	#NAME?	
1014165..1014341	+	58	15900946	-	SP_1077	-	COG1983KT	#NAME?	
810997..811494	+	165	15900747	-	SP_0864	-	COG1956T	#NAME?	
598658..599020	+	120	15900539	-	SP_0633	-	COG1952U	#NAME?	
563123..563509	+	128	15900501	-	SP_0592	-	COG1939S	#NAME?	
1060051..1061166	+	371	15900992	-	SP_1126	-	COG1929G	#NAME?	
156292..157554	-	420	15900097	-	SP_0159	-	COG1914P	#NAME?	
462101..462976	+	291	15900396	-	SP_0481	-	COG1912S	#NAME?	
595770..596486	+	238	15900536	-	SP_0629	-	COG1876M	#NAME?	
531038..531487	+	149	15900477	-	SP_0565	-	COG1853R	#NAME?	
1957693..1959510	-	605	15901877	-	SP_2057	-	COG1835I	#NAME?	
34253..34690	+	145	15899979	-	SP_0033	-	COG1832R	#NAME?	
1197351..1198394	-	347	15901124	-	SP_1264	-	COG1808S	#NAME?	
1564227..1564766	-	179	15901499	-	SP_1664	-	COG1799S	#NAME?	
1663962..1665542	-	526	15901593	-	SP_1762	-	COG1767H	#NAME?	
1131653..1131925	-	90	15901061	-	SP_1198	-	COG1762GT	#NAME?	
2112175..2112702	-	175	15901998	-	SP_2191	-	COG1755S	#NAME?	
873139..874398	+	419	15900799	-	SP_0919	-	COG1748E	#NAME?	
2129758..2130393	+	211	15902016	-	SP_2209	-	COG1739S	#NAME?	
1648618..1649211	-	197	15901578	-	SP_1746	-	COG1713H	#NAME?	
1218832..1219392	-	186	15901144	-	SP_1284	-	COG1704S	#NAME?	
101780..102106	-	108	15900043	-	SP_0100	-	COG1695K	#NAME?	
744248..744568	+	106	15900682	-	SP_0789	-	COG1695K	#NAME?	
1368084..1369019	-	311	15901298	-	SP_1448	-	COG1680V	#NAME?	
1619725..1620924	-	399	15901550	-	SP_1716	-	COG1668CP	#NAME?	
1474054..1474944	-	296	15901409	-	SP_1566	-	COG1660R	#NAME?	
1470180..1470950	-	256	15901404	-	SP_1561	-	COG1624S	#NAME?	
1229040..1229306	-	88	15901156	-	SP_1296	-	COG1605E	#NAME?	
1703683..1704135	-	150	15901615	-	SP_1786	-	COG1598S	#NAME?	
984090..984974	+	294	15900916	-	SP_1045	-	COG1597IR	#NAME?	
591639..592217	+	192	15900532	-	SP_0624	-	COG1573L	#NAME?	
1886446..1887129	-	227	15901805	-	SP_1982	-	COG1564H	#NAME?	
1425361..1427016	-	551	15901364	-	SP_1518	-	COG1559R	#NAME?	
944264..946783	+	839	15900876	-	SP_1003	-	COG1548KG	#NAME?	
1286534..1287967	-	477	15901218	-	SP_1364	-	COG1541H	#NAME?	
1649892..1650203	-	103	15901580	-	SP_1748	-	COG1534J	#NAME?	
2153934..2154701	-	255	15902036	-	SP_2233	-	COG1511S	#NAME?	
1472172..1473083	-	303	15901407	-	SP_1564	-	COG1481S	#NAME?	
1898183..1898593	-	136	15901818	-	SP_1995	-	COG1480R	#NAME?	
415582..417249	+	555	15900360	-	SP_0443	-	COG1461R	#NAME?	
2140901..2141731	-	276	15902027	-	SP_2223	-	COG1426S	#NAME?	
1643241..1644845	-	534	15901571	-	SP_1739	-	COG1418R	#NAME?	
1215060..1215602	-	180	15901140	-	SP_1280	-	COG1399R	#NAME?	
1257371..1257751	-	126	15901188	-	SP_1334	-	COG1393P	#NAME?	
1271574..1271954	-	126	15901202	-	SP_1348	-	COG1393P	#NAME?	
1377301..1377657	-	118	15901312	-	SP_1462	-	COG1393P	#NAME?	
273953..275161	-	402	15900232	-	SP_0298	-	COG1373R	#NAME?	
594258..595295	+	345	15900534	-	SP_0627	-	COG1363G	#NAME?	
276283..276648	+	121	15900235	-	SP_0302	-	COG1359S	#NAME?	
522808..523107	+	99	15900467	-	SP_0555	-	COG1358J	#NAME?	
1645795..1646892	-	365	15901574	-	SP_1742	-	COG1323R	#NAME?	
1885188..1886444	-	418	15901804	-	SP_1981	-	COG1322S	#NAME?	
703977..704822	-	281	15900637	-	SP_0742	-	COG1307S	#NAME?	
407919..408308	-	129	15900352	-	SP_0434	-	COG1302S	#NAME?	
415214..415579	+	121	15900359	-	SP_0442	-	COG1302S	#NAME?	
144440..145096	+	218	15900084	-	SP_0146	-	COG1296E	#NAME?	
2065768..2067279	+	503	15901964	-	SP_2152	-	COG1288S	#NAME?	
384342..384890	+	182	15900324	-	SP_0405	-	COG1286R	#NAME?	
1040164..1041012	-	282	15900978	-	SP_1111	-	COG1284S	#NAME?	
2026609..2027550	-	313	15901928	-	SP_2113	-	COG1284S	#NAME?	
736172..736708	-	178	15900676	-	SP_0783	-	COG1268R	#NAME?	
141243..141920	+	225	15900081	-	SP_0143	-	COG1266R	#NAME?	
141932..142597	+	221	15900082	-	SP_0144	-	COG1266R	#NAME?	
173006..173683	+	225	15900118	-	SP_0181	-	COG1266R	#NAME?	
266754..267446	+	230	15900222	-	SP_0288	-	COG1266R	#NAME?	
879029..879700	+	223	15900805	-	SP_0925	-	COG1266R	#NAME?	
1170378..1171331	-	317	15901101	-	SP_1240	-	COG1266R	#NAME?	
1870650..1871981	-	443	15901786	-	SP_1963	-	COG1253R	#NAME?	
469303..469626	+	107	15900406	-	SP_0492	-	COG1247M	#NAME?	
128300..128983	+	227	15900069	-	SP_0127	-	COG1214O	#NAME?	
1178990..1182529	-	1179	15901108	-	SP_1247	-	COG1196D	#NAME?	
99169..100233	-	354	15900040	-	SP_0097	-	COG1175G	#NAME?	
1316756..1318027	+	423	15901247	-	SP_1393	-	COG1167KE	#NAME?	
1617835..1619313	+	492	15901549	-	SP_1715	-	COG1131V	#NAME?	
1446540..1446899	-	119	15901381	-	SP_1537	-	COG1098J	#NAME?	
1300390..1301562	-	390	15901232	-	SP_1378	-	COG1092R	#NAME?	
1774105..1774215	+	36	15901696	-	SP_1868	-	COG1087M	#NAME?	
1224435..1225739	+	434	15901150	-	SP_1290	-	COG1078R	#NAME?	
1534348..1535421	+	357	15901470	-	SP_1634	-	COG1075R	#NAME?	
96870..97856	+	328	15900038	-	SP_0095	-	COG1054R	#NAME?	
738516..739715	+	399	15900678	-	SP_0785	-	COG0845M	#NAME?	
1905446..1906183	-	245	15901825	-	SP_2002	-	COG0842V	#NAME?	
1949121..1950074	-	317	15901866	-	SP_2045	-	COG0827L	#NAME?	
754280..755350	+	356	15900694	-	SP_0801	-	COG0826O	#NAME?	
1108258..1110717	-	819	15901039	-	SP_1174	-	COG0810M	#NAME?	
1847507..1847950	-	147	15901768	-	SP_1944	-	COG0802R	#NAME?	
520841..521320	+	159	15900464	-	SP_0552	-	COG0779S	#NAME?	
1494373..1495716	+	447	15901431	-	SP_1589	-	COG0769M	#NAME?	
1563964..1564227	-	87	15901498	-	SP_1663	-	COG0762S	#NAME?	
1778452..1778694	-	80	15901701	-	SP_1873	-	COG0759S	#NAME?	
968689..969303	+	204	15900897	-	SP_1026	-	COG0741M	#NAME?	
701173..701400	-	75	15900633	-	SP_0738	-	COG0733R	#NAME?	
814319..815581	+	420	15900751	-	SP_0868	-	COG0719O	#NAME?	
1035629..1035919	-	96	15900969	-	SP_1102	-	COG0718S	#NAME?	
2002387..2003064	-	225	15901909	-	SP_2094	-	COG0705R	#NAME?	
858123..859028	-	301	15900786	-	SP_0905	-	COG0701R	#NAME?	
293502..294143	-	213	15900251	-	SP_0319	-	COG0698G	#NAME?	
1878056..1878763	-	235	15901795	-	SP_1972	-	COG0670R	#NAME?	
1854242..1854946	+	234	15901775	-	SP_1951	-	COG0655R	#NAME?	
820286..821395	+	369	15900756	-	SP_0873	-	COG0628R	#NAME?	
1413677..1414843	-	388	15901352	-	SP_1505	-	COG0628R	#NAME?	
147451..148824	+	457	15900088	-	SP_0150	-	COG0624E	#NAME?	
2067301..2068632	+	443	15901965	-	SP_2153	-	COG0624E	#NAME?	
587581..588414	+	277	15900527	-	SP_0619	-	COG0622R	#NAME?	
1536395..1537243	-	282	15901473	-	SP_1637	-	COG0622R	#NAME?	
1781908..1782429	-	173	15901707	-	SP_1879	-	COG0622R	#NAME?	
465572..466402	+	276	15900399	-	SP_0484	-	COG0619P	#NAME?	
1356717..1357160	+	147	15901289	-	SP_1437	-	COG0619P	#NAME?	
2137910..2138704	-	264	15902023	-	SP_2219	-	COG0619P	#NAME?	
2143044..2144294	-	416	15902029	-	SP_2225	-	COG0612R	#NAME?	
652056..652436	+	126	15900579	-	SP_0678	-	COG0607P	#NAME?	
642284..642901	+	205	15900567	-	SP_0666	-	COG0596R	#NAME?	
732894..733694	+	266	15900671	-	SP_0777	-	COG0596R	#NAME?	
856466..857182	+	238	118090029	-	SP_0902	-	COG0596R	#NAME?	
2102819..2104645	-	608	15901992	-	SP_2185	-	COG0578C	#NAME?	
740402..741661	+	419	15900680	-	SP_0787	-	COG0577V	#NAME?	
1551105..1553879	-	924	15901487	-	SP_1652	-	COG0577V	#NAME?	
747975..748769	+	264	15900688	-	SP_0795	-	COG0574G	#NAME?	
192159..192461	+	100	15900142	-	SP_0206	-	COG0572F	#NAME?	
192437..192775	+	112	15900143	-	SP_0207	-	COG0572F	#NAME?	
988528..989289	+	253	15900921	-	SP_1051	-	COG0572F	#NAME?	
1512877..1513869	+	330	15901452	-	SP_1612	-	COG0515RTKL	#NAME?	
519352..520083	+	243	15900462	-	SP_0549	-	COG0510M	#NAME?	
1923234..1924544	+	436	15901840	-	SP_2017	-	COG0471P	#NAME?	
602918..603163	+	81	15900546	-	SP_0640	-	COG0456R	#NAME?	
833402..834568	+	388	15900768	-	SP_0885	-	COG0439I	#NAME?	
1453424..1454053	+	209	15901389	-	SP_1546	-	COG0431R	#NAME?	
25418..25933	+	171	15899970	-	SP_0022	-	COG0406G	#NAME?	
1623130..1623747	+	205	15901553	-	SP_1720	-	COG0398S	#NAME?	
1473080..1474057	-	325	15901408	-	SP_1565	-	COG0391S	#NAME?	
2053398..2056058	-	886	15901956	-	SP_2143	-	COG0383G	#NAME?	
2044455..2045462	+	335	15901946	-	SP_2132	-	COG0330O	#NAME?	
2069966..2070790	-	274	15901966	-	SP_2156	-	COG0330O	#NAME?	
1510867..1511664	-	265	15901449	-	SP_1609	-	COG0327S	#NAME?	
1564776..1565447	-	223	15901500	-	SP_1665	-	COG0325R	#NAME?	
27381..27878	+	165	15899971	-	SP_0024	-	COG0288P	#NAME?	
2014784..2015356	+	190	15901920	-	SP_2105	-	COG0275M	#NAME?	
1830299..1831015	-	238	15901746	-	SP_1922	-	COG0217S	#NAME?	
351083..352240	+	385	15900296	-	SP_0373	-	COG0116L	#NAME?	
1823716..1824342	-	208	15901735	-	SP_1910	-	COG0073R	#NAME?	
1188879..1189238	-	119	15901116	-	SP_1255	-	COG0066E	#NAME?	
2120914..2121204	-	96	15902006	-	SP_2199	-	COG0011S	#NAME?	
1188517..1188660	-	47	15901115	-	SP_1254	-	COG0009J	#NAME?	
9151..9273	+	40	15899958	-	SP_0009	-	-	#NAME?	
22359..22601	+	80	15899966	-	SP_0018	-	-	#NAME?	
27903..28112	+	69	15899972	-	SP_0025	-	-	#NAME?	
30372..30605	-	77	15899975	-	SP_0029	-	-	#NAME?	
30929..31243	-	104	15899977	-	SP_0031	-	-	#NAME?	
39716..39841	-	41	15899985	-	SP_0040	-	-	#NAME?	
56259..56375	+	38	15899997	-	SP_0052	-	-	#NAME?	
57981..58208	+	75	15900000	-	SP_0055	-	-	#NAME?	
64593..64694	+	33	15900004	-	SP_0059	-	-	#NAME?	
72141..72401	+	86	15900012	-	SP_0067	-	-	#NAME?	
72456..72653	+	65	15900013	-	SP_0068	-	-	#NAME?	
73353..73454	+	33	15900015	-	SP_0070	-	-	#NAME?	
79434..79547	+	37	15900017	-	SP_0072	-	-	#NAME?	
82590..82682	-	30	15900021	-	SP_0076	-	-	#NAME?	
82659..82817	+	52	15900022	-	SP_0077	-	-	#NAME?	
84877..84984	+	35	15900025	-	SP_0080	-	-	#NAME?	
92025..92165	-	46	15900030	-	SP_0087	-	-	#NAME?	
92236..92505	+	89	15900031	-	SP_0088	-	-	#NAME?	
92585..92680	+	31	15900032	-	SP_0089	-	-	#NAME?	
96628..96741	-	37	15900036	-	SP_0093	-	-	#NAME?	
96713..96820	+	35	15900037	-	SP_0094	-	-	#NAME?	
98131..98991	+	286	15900039	-	SP_0096	-	-	#NAME?	
100296..101207	-	303	15900041	-	SP_0098	-	-	#NAME?	
110043..110363	-	106	15900051	-	SP_0108	-	-	#NAME?	
115515..115835	-	106	15900056	-	SP_0114	-	-	#NAME?	
116593..116973	+	126	15900057	-	SP_0115	-	-	#NAME?	
117625..117870	+	81	15900058	-	SP_0116	-	-	#NAME?	
127783..127935	-	50	15900066	-	SP_0124	-	-	#NAME?	
127937..128122	-	61	15900067	-	SP_0125	-	-	#NAME?	
128097..128204	+	35	15900068	-	SP_0126	-	-	#NAME?	
133024..133587	+	187	15900072	-	SP_0133	-	-	#NAME?	
133565..133771	+	68	15900073	-	SP_0134	-	-	#NAME?	
137031..137498	+	155	15900077	-	SP_0138	-	-	#NAME?	
140988..141221	+	77	15900080	-	SP_0142	-	-	#NAME?	
150602..151171	-	189	15900091	-	SP_0153	-	-	#NAME?	
154870..155451	+	193	15900095	-	SP_0157	-	-	#NAME?	
157864..158322	-	152	15900098	-	SP_0160	-	-	#NAME?	
158849..158944	+	31	15900100	-	SP_0162	-	-	#NAME?	
160211..160339	+	42	15900102	-	SP_0164	-	-	#NAME?	
162244..163635	+	463	15900105	-	SP_0167	-	-	#NAME?	
165095..165211	+	38	15900107	-	SP_0170	-	-	#NAME?	
165586..165690	+	34	15900109	-	SP_0172	-	-	#NAME?	
167836..167928	-	30	15900111	-	SP_0174	-	-	#NAME?	
175039..175134	-	31	15900120	-	SP_0183	-	-	#NAME?	
180767..180859	+	30	15900125	-	SP_0188	-	-	#NAME?	
181261..181380	+	39	15900127	-	SP_0190	-	-	#NAME?	
181358..181927	+	189	15900128	-	SP_0191	-	-	#NAME?	
182990..183088	+	32	15900131	-	SP_0195	-	-	#NAME?	
183073..183168	+	31	15900132	-	SP_0196	-	-	#NAME?	
184617..185075	+	152	15900134	-	SP_0198	-	-	#NAME?	
188284..188550	+	88	15900137	-	SP_0201	-	-	#NAME?	
190889..191029	+	46	15900139	-	SP_0203	-	-	#NAME?	
199910..200032	-	40	15900159	-	SP_0223	-	-	#NAME?	
214812..214919	-	35	15900179	-	SP_0244	-	-	#NAME?	
231373..231465	-	30	15900192	-	SP_0258	-	-	#NAME?	
246875..246970	+	31	15900203	-	SP_0269	-	-	#NAME?	
247026..247118	+	30	15900204	-	SP_0270	-	-	#NAME?	
255666..255818	+	50	15900211	-	SP_0277	-	-	#NAME?	
271379..271750	-	123	15900227	-	SP_0293	-	-	#NAME?	
273172..273303	-	43	15900230	-	SP_0296	-	-	#NAME?	
273502..273651	-	49	15900231	-	SP_0297	-	-	#NAME?	
281461..281967	+	168	15900242	-	SP_0309	-	-	#NAME?	
283772..283948	+	58	15900244	-	SP_0311	-	-	#NAME?	
291700..291807	-	35	15900248	-	SP_0316	-	-	#NAME?	
299300..300940	+	546	15900259	-	SP_0327	-	-	#NAME?	
302580..302909	+	109	15900261	-	SP_0329	-	-	#NAME?	
304679..305221	-	180	15900263	-	SP_0332	-	-	#NAME?	
328056..329456	+	466	15900283	-	SP_0354	-	-	#NAME?	
341229..341348	+	39	15900291	-	SP_0367	-	-	#NAME?	
352253..353647	+	464	15900297	-	SP_0374	-	-	#NAME?	
358103..359335	-	410	15900302	-	SP_0379	-	-	#NAME?	
368451..368690	+	79	15900311	-	SP_0389	-	-	#NAME?	
377853..378011	+	52	15900318	-	SP_0398	-	-	#NAME?	
384034..384345	+	103	15900323	-	SP_0404	-	-	#NAME?	
387451..387552	-	33	15900326	-	SP_0407	-	-	#NAME?	
394104..394208	-	34	15900333	-	SP_0414	-	-	#NAME?	
404908..405015	+	35	15900347	-	SP_0428	-	-	#NAME?	
405056..405241	+	61	15900348	-	SP_0429	-	-	#NAME?	
405214..405732	+	172	15900349	-	SP_0430	-	-	#NAME?	
405745..405981	+	78	15900350	-	SP_0431	-	-	#NAME?	
417236..417337	-	33	15900361	-	SP_0444	-	-	#NAME?	
420783..421049	+	88	15900365	-	SP_0448	-	-	#NAME?	
421287..421643	+	118	15900366	-	SP_0449	-	-	#NAME?	
423678..423893	+	71	15900368	-	SP_0451	-	-	#NAME?	
428331..428501	-	56	15900372	-	SP_0455	-	-	#NAME?	
444676..444807	-	43	15900381	-	SP_0465	-	-	#NAME?	
448879..449028	-	49	15900385	-	SP_0470	-	-	#NAME?	
449021..449305	-	94	15900386	-	SP_0471	-	-	#NAME?	
449697..449870	+	57	15900387	-	SP_0472	-	-	#NAME?	
453400..455340	+	646	15900390	-	SP_0475	-	-	#NAME?	
467295..467513	-	72	15900401	-	SP_0487	-	-	#NAME?	
468782..469171	+	129	15900404	-	SP_0490	-	-	#NAME?	
469176..469331	+	51	15900405	-	SP_0491	-	-	#NAME?	
476438..476548	+	36	15900411	-	SP_0497	-	-	#NAME?	
485369..485488	-	39	15900417	-	SP_0503	-	-	#NAME?	
485746..485883	+	45	15900418	-	SP_0504	-	-	#NAME?	
494480..494608	-	42	15900425	-	SP_0511	-	-	#NAME?	
494592..494702	+	36	15900426	-	SP_0512	-	-	#NAME?	
494737..494928	+	63	15900427	-	SP_0513	-	-	#NAME?	
494900..495247	+	115	15900428	-	SP_0514	-	-	#NAME?	
499310..499456	+	48	15900432	-	SP_0518	-	-	#NAME?	
501893..502180	-	95	15900434	-	SP_0520	-	-	#NAME?	
513186..513302	+	38	15900447	-	SP_0534	-	-	#NAME?	
513370..513534	+	54	15900448	-	SP_0535	-	-	#NAME?	
515940..516059	+	39	15900455	-	SP_0542	-	-	#NAME?	
516700..516867	+	55	15900456	-	SP_0543	-	-	#NAME?	
518133..518366	+	77	15900459	-	SP_0546	-	-	#NAME?	
518517..519128	+	203	15900460	-	SP_0547	-	-	#NAME?	
519222..519344	-	40	15900461	-	SP_0548	-	-	#NAME?	
526844..527659	+	271	15900470	-	SP_0558	-	-	#NAME?	
527661..527843	+	60	15900471	-	SP_0559	-	-	#NAME?	
527796..528029	-	77	15900472	-	SP_0560	-	-	#NAME?	
528291..528536	+	81	15900473	-	SP_0561	-	-	#NAME?	
529880..530134	+	84	15900475	-	SP_0563	-	-	#NAME?	
530230..530625	+	131	15900476	-	SP_0564	-	-	#NAME?	
539917..540078	+	53	15900483	-	SP_0573	-	-	#NAME?	
557460..557729	-	89	15900496	-	SP_0587	-	-	#NAME?	
564534..564989	+	151	15900504	-	SP_0595	-	-	#NAME?	
564986..565132	+	48	15900505	-	SP_0596	-	-	#NAME?	
565789..565953	+	54	15900506	-	SP_0598	-	-	#NAME?	
579708..579806	+	32	15900520	-	SP_0612	-	-	#NAME?	
589470..589580	+	36	15900529	-	SP_0621	-	-	#NAME?	
599323..599664	+	113	15900540	-	SP_0634	-	-	#NAME?	
599592..599759	-	55	15900541	-	SP_0635	-	-	#NAME?	
602700..602981	+	93	15900545	-	SP_0639	-	-	#NAME?	
623457..623777	-	106	15900552	-	SP_0650	-	-	#NAME?	
625398..625652	+	84	15900554	-	SP_0653	-	-	#NAME?	
625627..625728	+	33	15900555	-	SP_0654	-	-	#NAME?	
646019..646189	-	56	15900571	-	SP_0670	-	-	#NAME?	
652555..652752	+	65	15900580	-	SP_0679	-	-	#NAME?	
655540..655794	+	84	15900583	-	SP_0682	-	-	#NAME?	
655988..656086	-	32	15900584	-	SP_0683	-	-	#NAME?	
656249..656344	+	31	15900585	-	SP_0684	-	-	#NAME?	
656341..656433	+	30	15900586	-	SP_0685	-	-	#NAME?	
663026..663172	+	48	15900592	-	SP_0691	-	-	#NAME?	
663184..663315	+	43	15900593	-	SP_0692	-	-	#NAME?	
663498..663614	+	38	15900594	-	SP_0693	-	-	#NAME?	
663748..664311	+	187	15900595	-	SP_0694	-	-	#NAME?	
665286..665666	+	126	15900597	-	SP_0696	-	-	#NAME?	
666702..667415	+	237	15900598	-	SP_0698	-	-	#NAME?	
667416..667514	+	32	15900599	-	SP_0699	-	-	#NAME?	
669761..670111	+	116	15900602	-	SP_0703	-	-	#NAME?	
670207..670971	+	254	15900603	-	SP_0704	-	-	#NAME?	
670920..671723	+	267	15900604	-	SP_0705	-	-	#NAME?	
671727..672431	+	234	15900605	-	SP_0706	-	-	#NAME?	
686948..687598	+	216	15900618	-	SP_0721	-	-	#NAME?	
697742..698008	-	88	15900629	-	SP_0733	-	-	#NAME?	
698363..698458	-	31	15900630	-	SP_0734	-	-	#NAME?	
707469..707567	-	32	15900642	-	SP_0747	-	-	#NAME?	
718899..719018	+	39	15900653	-	SP_0759	-	-	#NAME?	
722939..723067	+	42	15900657	-	SP_0763	-	-	#NAME?	
730727..730930	-	67	15900666	-	SP_0772	-	-	#NAME?	
731337..731435	+	32	15900667	-	SP_0773	-	-	#NAME?	
731419..731628	-	69	15900668	-	SP_0774	-	-	#NAME?	
735333..735653	-	106	15900674	-	SP_0781	-	-	#NAME?	
746454..746720	+	88	15900685	-	SP_0792	-	-	#NAME?	
753994..754281	-	95	15900693	-	SP_0800	-	-	#NAME?	
764779..764874	+	31	15900701	-	SP_0809	-	-	#NAME?	
765229..765495	+	88	15900702	-	SP_0810	-	-	#NAME?	
768130..768243	+	37	15900704	-	SP_0815	-	-	#NAME?	
768201..768500	-	99	15900705	-	SP_0816	-	-	#NAME?	
772647..772748	+	33	15900709	-	SP_0821	-	-	#NAME?	
775756..776577	+	273	15900714	-	SP_0826	-	-	#NAME?	
781470..781640	+	56	15900719	-	SP_0832	-	-	#NAME?	
781707..782462	+	251	15900720	-	SP_0833	-	-	#NAME?	
787800..788036	+	78	15900727	-	SP_0840	-	-	#NAME?	
800280..800387	+	35	15900738	-	SP_0853	-	-	#NAME?	
800401..800526	+	41	15900739	-	SP_0854	-	-	#NAME?	
807586..807816	+	76	15900745	-	SP_0861	-	-	#NAME?	
813177..813371	+	64	15900749	-	SP_0866	-	-	#NAME?	
822274..822381	-	35	15900757	-	SP_0874	-	-	#NAME?	
828738..829271	-	177	15900762	-	SP_0879	-	-	#NAME?	
837762..837998	+	78	15900771	-	SP_0888	-	-	#NAME?	
854646..855518	+	290	15900781	-	SP_0899	-	-	#NAME?	
856151..856462	+	103	15900782	-	SP_0901	-	-	#NAME?	
859029..859160	-	43	15900787	-	SP_0906	-	-	#NAME?	
864088..864279	-	63	15900792	-	SP_0911	-	-	#NAME?	
878754..878975	+	73	15900804	-	SP_0924	-	-	#NAME?	
887364..887462	+	32	15900814	-	SP_0934	-	-	#NAME?	
905035..905223	+	62	15900833	-	SP_0956	-	-	#NAME?	
905847..907031	+	394	15900835	-	SP_0958	-	-	#NAME?	
934172..934519	+	115	15900865	-	SP_0990	-	-	#NAME?	
935305..935796	+	163	15900867	-	SP_0992	-	-	#NAME?	
939279..939479	+	66	15900870	-	SP_0997	-	-	#NAME?	
939626..939925	+	99	15900871	-	SP_0998	-	-	#NAME?	
946993..950112	+	1039	15900877	-	SP_1004	-	-	#NAME?	
951620..951823	-	67	15900878	-	SP_1006	-	-	#NAME?	
951806..952435	+	209	15900879	-	SP_1007	-	-	#NAME?	
967682..968689	+	335	15900896	-	SP_1025	-	-	#NAME?	
970320..970412	+	30	15900899	-	SP_1028	-	-	#NAME?	
973184..973285	+	33	15900902	-	SP_1031	-	-	#NAME?	
977345..977437	-	30	15900907	-	SP_1036	-	-	#NAME?	
978131..978286	+	51	15900909	-	SP_1038	-	-	#NAME?	
978970..979131	+	53	15900910	-	SP_1039	-	-	#NAME?	
981125..981736	+	203	15900912	-	SP_1041	-	-	#NAME?	
982049..982246	+	65	15900913	-	SP_1042	-	-	#NAME?	
982308..983066	+	252	15900914	-	SP_1043	-	-	#NAME?	
986963..987280	+	105	15900917	-	SP_1047	-	-	#NAME?	
987326..987607	+	93	15900918	-	SP_1048	-	-	#NAME?	
987747..987860	+	37	15900919	-	SP_1049	-	-	#NAME?	
989317..990093	+	258	15900922	-	SP_1052	-	-	#NAME?	
990096..990473	+	125	15900923	-	SP_1053	-	-	#NAME?	
994973..995107	+	44	15900928	-	SP_1058	-	-	#NAME?	
995411..995662	+	83	15900929	-	SP_1059	-	-	#NAME?	
995882..996193	+	103	15900930	-	SP_1060	-	-	#NAME?	
1000385..1000606	-	73	15900935	-	SP_1065	-	-	#NAME?	
1014400..1014534	+	44	15900947	-	SP_1078	-	-	#NAME?	
1015918..1016076	+	52	15900949	-	SP_1080	-	-	#NAME?	
1026940..1027032	-	30	15900959	-	SP_1091	-	-	#NAME?	
1027007..1027258	-	83	15900960	-	SP_1092	-	-	#NAME?	
1027230..1027577	-	115	15900961	-	SP_1093	-	-	#NAME?	
1035925..1036032	-	35	15900970	-	SP_1103	-	-	#NAME?	
1038546..1038716	-	56	15900975	-	SP_1108	-	-	#NAME?	
1038688..1038807	-	39	15900976	-	SP_1109	-	-	#NAME?	
1053585..1053689	-	34	15900987	-	SP_1120	-	-	#NAME?	
1065890..1066156	+	88	15900998	-	SP_1132	-	-	#NAME?	
1066167..1066319	+	50	15900999	-	SP_1133	-	-	#NAME?	
1067176..1067628	+	150	15901001	-	SP_1135	-	-	#NAME?	
1068980..1069090	-	36	15901004	-	SP_1138	-	-	#NAME?	
1069216..1069866	+	216	15901005	-	SP_1139	-	-	#NAME?	
1069913..1070341	+	142	15901006	-	SP_1140	-	-	#NAME?	
1070349..1070660	+	103	15901007	-	SP_1141	-	-	#NAME?	
1070678..1071088	+	136	15901008	-	SP_1142	-	-	#NAME?	
1071951..1073141	+	396	15901011	-	SP_1145	-	-	#NAME?	
1073144..1073320	+	58	15901012	-	SP_1146	-	-	#NAME?	
1075245..1075346	-	33	15901015	-	SP_1150	-	-	#NAME?	
1082494..1083672	+	392	15901018	-	SP_1153	-	-	#NAME?	
1093718..1093831	-	37	15901023	-	SP_1158	-	-	#NAME?	
1101330..1101440	+	36	15901030	-	SP_1165	-	-	#NAME?	
1105629..1106231	-	200	15901035	-	SP_1170	-	-	#NAME?	
1107253..1107372	-	39	15901037	-	SP_1172	-	-	#NAME?	
1110875..1113283	-	802	15901040	-	SP_1175	-	-	#NAME?	
1119754..1119852	-	32	15901046	-	SP_1181	-	-	#NAME?	
1120867..1121031	-	54	15901048	-	SP_1183	-	-	#NAME?	
1125902..1126048	-	48	15901053	-	SP_1188	-	-	#NAME?	
